age,favorite_influencer,preferred_color,shopping_frequency,instagram_hours,tiktok_hours,budget_range,preferred_store,fashion_style
24,none,white,3,2.4,1.3,120,nike,athleisure
25,rihanna,white,5,1.4,0.8,219,hm,athleisure
20,rihanna,black,4,3.8,2.9,218,nike,athleisure
16,style_blogger,beige,3,4.9,2.8,41,urban_outfitters,vintage
18,none,black,5,6.0,3.0,206,hm,athleisure
23,none,white,6,2.1,3.5,125,adidas,athleisure
17,style_blogger,beige,7,2.1,1.8,96,thrift_stores,vintage
18,style_blogger,white,7,5.1,2.7,165,urban_outfitters,minimal
16,bella_hadid,purple,5,2.3,2.6,36,urban_outfitters,y2k
20,asap_rocky,red,1,1.5,2.9,183,adidas,streetwear
22,none,white,2,3.3,0.7,118,zara,athleisure
22,bella_hadid,black,4,4.8,1.6,80,adidas,athleisure
16,none,black,4,3.9,2.1,118,urban_outfitters,streetwear
19,none,brown,1,4.2,1.2,75,urban_outfitters,vintage
16,bella_hadid,pink,5,5.5,0.8,62,shein,y2k
17,emma_chamberlain,black,4,5.6,0.9,164,urban_outfitters,minimal
20,style_blogger,black,7,3.0,3.9,90,urban_outfitters,minimal
19,asap_rocky,white,3,3.6,1.8,127,adidas,streetwear
21,style_blogger,black,5,1.3,3.5,240,zara,minimal
24,none,yellow,7,1.1,0.8,107,thrift_stores,vintage
19,billie_eilish,white,1,6.7,3.9,190,adidas,streetwear
22,billie_eilish,black,5,1.5,3.5,79,urban_outfitters,streetwear
23,none,green,2,2.6,2.9,180,nike,athleisure
22,none,green,5,1.2,0.9,79,nike,athleisure
22,bella_hadid,white,3,3.3,3.0,124,zara,athleisure
25,none,beige,2,4.8,2.7,22,urban_outfitters,vintage
22,bella_hadid,green,5,6.5,1.7,209,adidas,athleisure
25,emma_chamberlain,brown,2,6.2,3.9,98,asos,minimal
16,bella_hadid,white,2,3.9,2.8,32,shein,y2k
23,style_blogger,red,6,5.0,3.4,46,urban_outfitters,vintage
18,emma_chamberlain,beige,1,6.7,0.6,204,urban_outfitters,minimal
18,emma_chamberlain,white,6,2.6,3.8,109,shein,y2k
19,dua_lipa,white,1,4.4,1.8,38,shein,y2k
17,emma_chamberlain,purple,3,7.0,4.0,70,asos,y2k
16,bella_hadid,pink,7,5.7,1.1,54,asos,y2k
20,none,green,7,3.4,1.2,75,zara,athleisure
20,none,black,4,6.2,3.9,193,nike,streetwear
24,harry_styles,black,1,5.8,1.8,52,adidas,streetwear
24,none,blue,2,7.2,3.4,159,nike,athleisure
18,billie_eilish,white,5,3.3,2.0,103,shein,streetwear
20,harry_styles,white,4,5.1,0.8,149,nike,streetwear
20,style_blogger,brown,4,1.8,3.0,272,urban_outfitters,minimal
24,emma_chamberlain,red,6,3.5,1.5,88,thrift_stores,vintage
20,none,beige,7,7.2,2.3,96,thrift_stores,vintage
23,none,red,7,7.5,1.1,24,thrift_stores,vintage
19,style_blogger,beige,3,3.2,1.6,182,zara,minimal
16,none,brown,7,1.9,2.1,22,urban_outfitters,vintage
25,emma_chamberlain,black,3,4.9,2.9,84,urban_outfitters,minimal
22,harry_styles,red,5,3.3,2.0,144,shein,streetwear
21,emma_chamberlain,brown,5,5.5,0.7,89,asos,vintage
18,asap_rocky,white,7,4.0,3.8,89,urban_outfitters,streetwear
23,none,black,6,4.9,2.3,179,urban_outfitters,streetwear
18,zendaya,black,3,4.2,2.6,135,urban_outfitters,minimal
24,asap_rocky,green,1,7.2,2.3,125,adidas,streetwear
25,emma_chamberlain,brown,7,1.6,2.5,149,asos,minimal
24,emma_chamberlain,white,7,3.4,2.1,144,shein,y2k
21,bella_hadid,white,3,4.1,3.8,160,hm,athleisure
21,none,black,7,3.4,3.7,89,urban_outfitters,streetwear
20,none,brown,3,6.1,0.5,23,urban_outfitters,vintage
21,style_blogger,beige,5,7.9,1.6,223,urban_outfitters,minimal
20,none,red,2,2.6,0.7,93,shein,streetwear
17,rihanna,white,7,7.3,2.5,183,zara,athleisure
17,bella_hadid,blue,3,3.4,2.5,153,hm,athleisure
24,rihanna,green,7,4.2,2.6,225,adidas,athleisure
16,bella_hadid,black,2,5.8,3.4,72,nike,athleisure
18,bella_hadid,white,1,2.8,3.4,70,forever21,y2k
18,bella_hadid,white,3,2.4,0.7,136,zara,athleisure
25,harry_styles,black,2,3.4,1.8,81,urban_outfitters,streetwear
22,none,yellow,2,7.1,0.6,59,asos,vintage
19,billie_eilish,white,1,4.6,2.5,75,nike,streetwear
21,emma_chamberlain,brown,1,4.5,3.3,180,hm,minimal
19,dua_lipa,white,7,3.9,1.9,131,forever21,y2k
16,asap_rocky,red,1,6.7,0.8,142,urban_outfitters,streetwear
23,none,black,1,5.8,0.9,60,zara,athleisure
19,billie_eilish,green,3,3.2,2.7,167,urban_outfitters,streetwear
17,none,pink,7,5.2,1.7,43,asos,y2k
21,rihanna,white,7,4.9,2.8,248,adidas,athleisure
24,billie_eilish,black,2,7.7,0.7,104,adidas,streetwear
23,none,brown,6,2.7,3.2,174,urban_outfitters,minimal
19,rihanna,white,7,2.9,0.6,152,nike,athleisure
25,emma_chamberlain,beige,3,1.3,3.7,260,zara,minimal
16,none,white,5,2.5,2.9,108,asos,y2k
23,bella_hadid,white,6,5.6,1.0,152,adidas,athleisure
21,style_blogger,white,3,4.2,3.7,273,zara,minimal
19,dua_lipa,purple,1,3.8,0.7,46,asos,y2k
19,harry_styles,black,5,3.8,2.3,127,nike,streetwear
